summary_nr,_source,text,weak_action,weak_action_conf,weak_object,weak_object_conf,weak_controls,weak_sif_score,weak_sif_class,weak_energies
2017065733,January2015toNovember2025.csv,"an employee was troubleshooting a conveyor system problem when the jump chain transfer amputated the employee's left pinky fingertip. caught in running equipment or machinery during maintenance, cleaning  amputations fingertip(s) conveyors-chain ",maintenance_repair,0.8,machinery,0.8,,0.85,SIF_POTENTIAL,
2024054719,January2015toNovember2025.csv,"an employee was installing an automotive part on a trailer when the part became dislodged and struck their face resulting in lacerations.  struck by dislodged or detached object(s)  cuts, lacerations, punctures without injury to internal structures  ears and facial region  unspecified  vehicle and machine parts  unspecified  vehicle trailers, trailing units",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2023021715,January2015toNovember2025.csv,"an employee was walking to her vehicle when she tripped on a parking block and fell, resulting in a right femur fracture as well as an injured right hip and hand. fall on same level due to tripping over an object  fractures thigh(s) parking lot-paved concrete parking blocks and barriers",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2024076465,January2015toNovember2025.csv,"an employee was walking on a roof truss while looking for a leak in a fire suppression system when the truss collapsed and the employee fell approximately 12 to 13 feet. the employee sustained scrapes and abrasions to the front left area of their upper rib cage and strains to their back and neck.  fall to lower level from collapsing structure or equipment  6 to 30 feet  sprains, strains, minor tears  neck and back  trusses, girders, beams structurally attached  source, secondary source  unspecified",working_at_height,0.8,machinery,0.8,,0.15,NON_SIF_POTENTIAL,
20191213224,January2015toNovember2025.csv,"an employee was cutting an aluminum stack band using a grinder with a fibrous chop saw blade. the blade exploded and the pieces cut his stomach, lacerating the abdominal wall and small intestine. struck by dislodged flying object, particle cuts, lacerations abdomen, except internal location of diseases or disorders saw blades-unattached hand grinders-powered",manual_tools,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2024065635,January2015toNovember2025.csv,"an employee was repairing a cook tank. to reach the controls of tank, the walking grate was removed and the employee stepped to the ground. the platform was then at waist height on him. he heard a noise coming from another tank so he reached over and opened the air valve, causing air to rush into the bottom of that tank. water flowed over the top of the tank and contacted the employee. he then jumped up to get on top of the platform and struck his left knee on the edge of the platform causing a laceration. the employee sustained burns to his neck and second-degree burns to his lower right leg and the top of his right foot.  contact with hot objects or substances  thermal burns  second degree  foot(feet) and leg(s)  n.e.c.  water, liquids nonchemical  secondary source not applicable",chemical_handling,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2015040139,January2015toNovember2025.csv,"an employee stepped up onto a piece of concrete to turn off a valve approximately 8 feet from the ground below and fell backward, hitting his back on a metal rail behind him. other fall to lower level less than 6 feet soreness, pain, hurt-nonspecified injury back, including spine, spinal cord, unspecified nonclassifiable ",working_at_height,0.8,valve,0.8,,0.5,UNCERTAIN,
2019043433,January2015toNovember2025.csv,"at 2:00 p.m. on april 3, 2019, two employees were removing meat from bones when they began fighting. as the first employee punched at the second, the second raised both arms. the first employee's right wrist was cut by a 6-inch flexible boning knife that was still in the second employee's hand. stabbing, cutting, slashing, piercing cuts, lacerations wrist(s) co-worker or work associate of injured or ill worker, unspecified knives, unspecified or n.e.c.",manual_tools,0.8,hand_tool,0.8,,0.5,UNCERTAIN,
2016064865,January2015toNovember2025.csv,"an employee was steaming a pipe when steam burned the employee on both legs below the knees. contact with hot objects or substances heat (thermal) burns, unspecified lower leg(s) steam, vapors-nonchemical surfacing handtools-powered, n.e.c.",chemical_handling,0.8,chemical,0.8,,0.5,UNCERTAIN,
2022064774,January2015toNovember2025.csv,"at about 12:00 p.m. on june 2, 2022, a drill fell off an employee's tool belt and its bit punctured his leg. he was hospitalized. struck by falling object or equipment, n.e.c. puncture wounds, except gunshot wounds leg(s), unspecified drills-powered ",manual_tools,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
2021119942,January2015toNovember2025.csv,"a substation construction crew was installing two feeder breakers at a worksite. the job consisted of adding one 25kv feeder bay with isolation switches on the south end of the existing bus and one 1200a self-contained breaker. the job also included the installation of new 25kv bus pt (potential transformer) module framing on the south end of the bus (framing) and connecting voltage inputs from the pts to the new feeder breaker. part of the existing bus was removed to install the new bus. employee 1 climbed on the top of the substation to take measurements for the bus framing parts. employee 3 was operating a manlift to lift employee 1 onto the top of the substation framing. employee 2 was fabricating the bus framing parts to be installed on the top of the substation framing. a few minutes after climbing onto the substation framing, employee 1 sustained second and third-degree burns to the arms, hands, and upper torso from an arc flash. employee 1 was hospitalized. direct exposure to electricity, greater than 220 volts third or fourth degree electrical burns multiple body parts, n.e.c. electric parts, unspecified ",driving,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
2022087129,January2015toNovember2025.csv,"a driver became dehydrated after completing his route in the heat. exposure to environmental heat effects of heat and light, n.e.c. body systems heat-environmental ",driving,0.8,,0.0,,0.5,UNCERTAIN,
20231110591,January2015toNovember2025.csv,"an employee was standing on a chair to open a window. as they stepped off the chair, they fell to the ground and suffered a fractured pelvis. other fall to lower level less than 6 feet fractures pelvis chairs floor, n.e.c.",working_at_height,0.8,,0.0,,0.5,UNCERTAIN,
20251111010,January2015toNovember2025.csv,"an employee was using a band saw to cut meat and bone when the blade contacted his right little finger, resulting in a laceration that required hospitalization and a surgical amputation to the mid-knuckle.  struck by running powered equipment  n.e.c.  amputations involving bone loss  other finger(s)  n.e.c.  butchering machinery  secondary source not applicable",manual_tools,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
2025065828,January2015toNovember2025.csv,"an employee was descending an 8-foot a-frame ladder when he tripped over the fourth step/rung and fell, contacting the floor and a sprinkler pipe that was set on the ground. the employee sustained fractures to his left arm.  other fall to lower level  less than 6 feet  fractures     arm(s)  unspecified  step ladders  pipes, ducts, tubing  unspecified",working_at_height,0.8,ladder,0.8,,0.5,UNCERTAIN,
2023010872,January2015toNovember2025.csv,"an employee was performing maintenance on a ride-on vacuum when his left middle finger was caught in the drive belt, resulting in a fingertip amputation. caught in running equipment or machinery during maintenance, cleaning  amputations fingertip(s) vehicle, n.e.c ",driving,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
2015086281,January2015toNovember2025.csv,"an employee was being trained on the fryer grill when a can of cooking spray that was left on top of a char-broiler exploded. the employee was burned and hospitalized overnight. explosion of pressure vessel, piping, or tire heat (thermal) burns, unspecified nonclassifiable containers-pressurized, n.e.c. broiling and frying equipment and appliances",pressure_testing,0.8,pipeline,0.8,,0.85,SIF_POTENTIAL,
2019076923,January2015toNovember2025.csv,"an employee was conducting a grading operation and cutting down a 25-foot tree for new homes to be built. the tree struck the employee and fractured the right hip. struck by falling object or equipment, n.e.c. fractures hip(s) trees ",construction_installation,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2024065229,January2015toNovember2025.csv,"an employee was blowing out hot tallow when the tank overflowed and the employee was hospitalized with second-degree burns to his left arm and elbow.  contact with hot objects or substances  thermal burns  second degree  multiple upper extremities locations  n.e.c.  fats, oils, cooking greases   tanks, bins, vats  except confined space",confined_space,0.8,tank,0.8,,0.85,SIF_POTENTIAL,
2021021475,January2015toNovember2025.csv,"an employee was disconnecting a liquid transfer hose from a transport tank and noticed a leak from the valve at the end of the hose. as he checked the valve and rotated the valve handle, the mechanical stop tab broke, causing liquid propane to be released. the employee sustained burns to the abdomen, right knee, and right elbow. contact with cold objects or substances other burns, n.e.c. multiple body parts, n.e.c. propane ",,0.0,tank,0.8,,0.5,UNCERTAIN,
2018010251,January2015toNovember2025.csv,"an employee was setting up a print machine and attempting to stop a paper roll from turning when the employee's left middle finger was pinched between the roll and the machine frame, amputating the fingertip (no bone loss). caught in running equipment or machinery, n.e.c. amputations fingertip(s) printing machinery and equipment, unspecified ",,0.0,machinery,0.8,,0.85,SIF_POTENTIAL,
2018077712,January2015toNovember2025.csv,"an employee was retrieving his radio from a sewage grinding pit when the grinder crushed the tip of his little finger, causing an amputation. caught in running equipment or machinery, n.e.c. amputations fingertip(s) special process machinery, n.e.c. ",manual_tools,0.8,hand_tool,0.8,,0.85,SIF_POTENTIAL,
2018088926,January2015toNovember2025.csv,"an employee was cleaning an area in and around a heavy piece of equipment (machine removes products from a pallet and moves them to a conveyor belt) when the machinery lowered and crushed him, causing abdominal/internal injuries. the machinery was in motion at the time of the incident. caught in running equipment or machinery during maintenance, cleaning  internal injuries to organs and blood vessels of the trunk abdomen, except internal location of diseases or disorders material and personnel handling machinery, unspecified ",maintenance_repair,0.8,pressure_vessel,0.8,,0.5,UNCERTAIN,
2021043225,January2015toNovember2025.csv,"an employee climbed onto the back of a truck to start a generator, slipped, and fell to the ground, about 4 1/2 feet below. the employee suffered a broken right ankle. other fall to lower level less than 6 feet fractures ankle(s) truck-motorized freight hauling and utility, unspecified floors, walkways, ground surfaces, unspecified",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2018077132,January2015toNovember2025.csv,"an employee was changing the shield on an aluminum pot. as he removed the shield, he tried to toss it to the floor, but the latch on the shield caught his glove, causing him to lose his balance. he then fell from the walkway between the pots (approximately 36 inches above the floor) to the floor, landing on his left shoulder, with the shield landing on him. he suffered a contusion to the left shoulder, laceration to the left hand, laceration to the left flank area, and abrasions to the left side of his face, requiring hospitalization and sutures. other fall to lower level less than 6 feet cuts and abrasions or bruises multiple body parts, n.e.c. structures and surfaces, unspecified parts and materials, n.e.c.",working_at_height,0.8,,0.0,,0.5,UNCERTAIN,
2023076538,January2015toNovember2025.csv,"an employee was pre-drilling holes in ties on which to set plates and spikes. as the employee pulled the hand drill from a guide hole, the drill caught his pant leg. the drill then went into the right side of his left foot, resulting in a laceration that required hospitalization. injured by slipping or swinging object held by injured worker cuts, lacerations foot (feet), unspecified drills-powered ",drilling_wellwork,0.8,,0.0,,0.5,UNCERTAIN,
2020032811,January2015toNovember2025.csv,"an employee was washing the back of a dump truck. the latches for the back gate were stuck closed, and the employee lifted them up to allow the gate to close. the gate closed and pinched his right middle finger, causing an amputation to the fingertip. struck by swinging part of powered vehicle amputations fingertip(s) dump truck ",driving,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
2020021742,January2015toNovember2025.csv,"an employee was stepping onto a roof from a ladder. he slipped and fell, landing on the ground 12 feet below and suffering an injury to a lower-back disk. other fall to lower level 11 to 15 feet  soreness, pain, hurt-nonspecified injury lumbar region movable ladders, unspecified floors, walkways, ground surfaces, unspecified",working_at_height,0.8,ladder,0.8,,0.5,UNCERTAIN,
2019022178,January2015toNovember2025.csv,"an employee used the mandrel as a lift onto the catwalk. the employee missed the catwalk and rode the mandrel all the way around to the other side, striking his head on the steel beam at the bottom of the mandrel assembly. the employee suffered a skull fracture. caught in running equipment or machinery, n.e.c. fractures skull machinery, unspecified ",,0.0,machinery,0.8,,0.5,UNCERTAIN,
20241211602,January2015toNovember2025.csv,"an employee was walking across the production floor when they were struck by a pallet being moved by a forklift. the employee sustained a hip injury requiring surgery.  pedestrian struck by forward-moving vehicle in nonroadway area  traumatic injuries or exposures  unspecified  hip joint(s)  forklift, order picker, platform truck powered  secondary source not applicable",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
220951826,January2015toNovember2025.csv,"at 8:30 a.m. on march 28, 2017, an employee was cutting a piece of dura block rubber with a chop saw. the employee was removing a piece from the saw blade and accidentally turned the saw on. the employee caught their finger with the blade and lacerated it. employee clears cut wood from saw and lacerates finger with caught in,table saw,blade,material handling,laceration,finger other laceration",manual_tools,0.575,hand_tool,0.576,,0.4,UNCERTAIN,mechanical_rotating
2021086889,January2015toNovember2025.csv,"an employee was using an air gun to blow saw dust off wood when his hand contacted the router bit on the machine, resulting in a left thumb amputation. caught in running equipment or machinery during maintenance, cleaning  amputations finger(s), fingernail(s), n.e.c. boring, routing, notching machines ",maintenance_repair,0.8,hand_tool,0.8,,0.85,SIF_POTENTIAL,
20221110314,January2015toNovember2025.csv,"an employee slipped on ice while walking to a parking lot, fell to the ground, and suffered broken ribs. fall on same level due to slipping  fractures chest, except internal location of diseases or disorders floors, walkways, ground surfaces, unspecified ice, sleet, snow",,0.0,,0.0,,0.5,UNCERTAIN,
2021020935,January2015toNovember2025.csv,"an employee was replacing a hand basket near a row of carts when they tripped over a cart wheel and fell to the floor, resulting in a broken femur. fall on same level due to tripping over an object  fractures thigh(s) floor, n.e.c. shopping cart, grocery carriage-nonpowered",,0.0,vehicle,0.8,,0.5,UNCERTAIN,
2023098208,January2015toNovember2025.csv,"an employee was using a hydraulic pole saw on an aerial lift. as the employee made the cut to release the treetop, the treetop rolled causing a limb to contact the employee. their left forearm was fractured. struck by falling object or equipment, n.e.c. fractures forearm(s) limbs, branches-unattached trees",working_at_height,0.8,vehicle,0.8,,0.5,UNCERTAIN,
20211210680,January2015toNovember2025.csv,"an employee was loading copper tube into a draw bench machine. the copper was pulled forward by the machine and the employee's finger was pinched between the tube and the draw bench machine resulting in amputation of the left middle finger. caught in running equipment or machinery during regular operation amputations finger(s), fingernail(s), n.e.c. bending, rolling, shaping machinery, n.e.c. ",material_handling,0.8,machinery,0.8,,0.85,SIF_POTENTIAL,
2021021116,January2015toNovember2025.csv,"on october 8, 2021, an employee was walking to a furnace when he tripped over a spud bar approximately 18 inches off the ground and fell into a batch charger, resulting in head wounds on their forehead and scalp that required staples and stitches. fall on same level due to tripping over an object  cuts, lacerations multiple head locations floor, n.e.c. chisels-nonpowered",manual_tools,0.8,hand_tool,0.8,,0.5,UNCERTAIN,
2023010525,January2015toNovember2025.csv,"an employee was lifting a t-post driver when his right thumb got caught between the t-post and chain causing a laceration to the thumb. injured by slipping or swinging object held by injured worker cuts, lacerations finger(s), fingernail(s), unspecified striking and nailing handtools-power not determined, n.e.c. ",driving,0.8,,0.0,,0.5,UNCERTAIN,
2016087130,January2015toNovember2025.csv,"an employee was supervising the loading of a coil onto a truck from the designated safe zone when the 500-foot, 4-inch coil weighing approximately 1,250 pounds began to slip off the spool that was being lifted by a forklift. the employee tried to push the coil back onto the spool when the coil struck him, knocking him to the ground and cracking his vertebrae. struck by object falling from vehicle or machinery-other than vehicle part fractures back, including spine, spinal cord, unspecified reels, rolls, spools, coils, cones forklift, order picker, platform truck-powered",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2018088358,January2015toNovember2025.csv,"an employee was loading cargo ship containers when he was caught between two cargo ship containers, resulting in a broken arm and ribs. he was hospitalized. water vehicle incident, unspecified fractures multiple body parts, n.e.c. cargo ship, freighter, passenger liner, ship, excluding sail-powered tanks, bins, vats-nonconfined space",driving,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
2017099022,January2015toNovember2025.csv,"an employee was ascending a pole to make electrical repairs after a hurricane when his climbing gaff (the nail of the climbing hooks that go into the pole) struck a metal washer in the wooden pole, causing him to hit his jaw on the wooden pole. the back of his neck was then punctured by a wooden splinter on the pole. he hung about 25 feet in the air with his fall arrest system. he was hospitalized. fall or jump curtailed by personal fall arrest system  puncture wounds, except gunshot wounds neck, except internal location of diseases or disorders utility and telephone poles ",electrical_work,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
2019011029,January2015toNovember2025.csv,"an employee was opening a heavy steel door when a strong wind blew the door closed striking the employee's head. struck by or caught in swinging door or gate intracranial injuries, unspecified brain doors, except garage and vehicle high winds, gusts, turbulence",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2022054557,January2015toNovember2025.csv,"a mechanic (injured employee) was repairing a tractor on an assembly line and was positioned to the rear left side of the tractor. an assembly technician was performing a rockshaft check while positioned to the right front side of the same tractor. when the assembly technician actuated the rockshaft located at the rear of the tractor the mechanic's head was caught between the rockshaft and the rollover protection system (rops) bar of the tractor. the injured employee suffered a complex laceration of the right ear and a temporal bone fracture. the employee was hospitalized. caught in running equipment or machinery during maintenance, cleaning  fractures skull product assembly machinery, n.e.c. ",maintenance_repair,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
2022087292,January2015toNovember2025.csv,"an employee was readying a machine to operate when he noticed the trim suction of the right tube was not as strong as the suction of the left tube. finding a small gap where the tube was seated in the chopper inlet, he began to re-insert the tube back into the inlet. he then noticed a piece of tape on the edge of the inlet; as he was removing it, the suction from the trim blower pulled in his left hand. the trim chopper blade partially amputated his index and middle fingertips. caught in running equipment or machinery during maintenance, cleaning  amputations fingertip(s) conveyors-pneumatic ",maintenance_repair,0.8,machinery,0.8,,0.85,SIF_POTENTIAL,
2017043538,January2015toNovember2025.csv,"an employee was drilling holes in copper tubing while wearing gloves. as she moved a part into position and began lowering the drill head, her right hand bumped the drill bit, which caught the fabric of the glove and pulled her right hand into the bit. the drill bit deeply lacerated her middle finger and partially amputated her pinky and index fingers. caught in running equipment or machinery during regular operation amputations finger(s), fingernail(s), unspecified drills-stationary belts, gloves, neckties, scarves",drilling_wellwork,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
2024043104,January2015toNovember2025.csv,"an employee was climbing down from the back of a truck while carrying traffic cones. his foot slipped and he fell to the ground, suffering a back injury. he was hospitalized.  other fall to lower level  unspecified  traumatic injuries or exposures  unspecified  exterior and musculoskeletal structures of the back  unspecified  trucks  unspecified  safety markers",driving,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
2024054603,January2015toNovember2025.csv,"an employee had just finished loading bags onto a plane when they tripped over a chock and fell, striking their nose and jaw on the belt loader corner and breaking their nose.
  fall on same level due to slip or trip  fractures     nose, nasal cavity  ramps, inclines  wheel chocks, blocks",material_handling,0.8,,0.0,,0.5,UNCERTAIN,
2022021131,January2015toNovember2025.csv,"an employee was cutting aluminum parts with a saw when a saw chip fell in his shoe and embedded into his skin, resulting in a sore that became infected and that required hospitalization. contact with objects and equipment, unspecified puncture wounds, except gunshot wounds foot (feet), unspecified metal chips, particles ",manual_tools,0.8,hand_tool,0.8,,0.5,UNCERTAIN,
2023010708,January2015toNovember2025.csv,"a temporary employee was using a 4-inch pneumatic grinder when the grinding wheel broke apart and struck the employee's left thumb, resulting in an amputation. struck by dislodged flying object, particle amputations finger(s), fingernail(s), unspecified tool parts, accessories, n.e.c. hand grinders-powered",manual_tools,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
20231211464,January2015toNovember2025.csv,"an employee was driving an aerial lift over a cable ramp. the employee backed up the aerial lift to cross over the cable ramp. during this process, the lift and basket bounced, causing the employee to bounce and land on his right foot, resulting in a fracture to his right leg. struck bump, hole, rough terrain on driving surface, nonroadway fractures leg(s), unspecified aerial lifts, scissor lifts-except truck-mounted floor coverings- nonstructural",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2017010281,January2015toNovember2025.csv,"an employee was removing an ems gurney with an injured patient on it and felt a ""twinge"" in his neck. overexertion in lifting-single episode soreness, pain, hurt-nonspecified injury neck, except internal location of diseases or disorders stretchers, backboards, wheeled cots, stair chairs ",lifting,0.8,,0.0,,0.5,UNCERTAIN,
2016075971,January2015toNovember2025.csv,"an employee stopped his truck on the highway to go to the restroom. the employee stepped over the guard rail of the highway and the ground gave way under his feet. he tumbled about 60 yards down the side of the mountain, cracking seven ribs and puncturing a lung. other fall to lower level more than 30 feet internal injuries to organs and blood vessels of the trunk chest, except internal location of diseases or disorders mountains ",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2020032129,January2015toNovember2025.csv,"an employee was operating a stand-up forklift when it was struck by another stand-up forklift at an intersection inside the facility. the employee was hospitalized with a broken leg. nonroadway collision with other vehicle, unspecified fractures leg(s), unspecified forklift, order picker, platform truck-powered forklift, order picker, platform truck-powered",driving,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
2017076253,January2015toNovember2025.csv,"an employee was working from a 6-foot step ladder to change an airline near a sterilizer. he was reaching when he lost his balance and fell, striking a pipe on the ground and fracturing his tibia and fibula. he was hospitalized and had surgery. other fall to lower level, unspecified fractures lower leg(s) step ladders ",working_at_height,0.8,ladder,0.8,,0.85,SIF_POTENTIAL,
2020076992,January2015toNovember2025.csv,"an employee was using a hand-held leaf blower to remove debris from a flat roof. the employee fell approximately 15 feet from the roof and sustained fractures to the wrist and leg. other fall to lower level 11 to 15 feet  fractures upper and lower limb(s) roofs, unspecified floors, walkways, ground surfaces, unspecified",working_at_height,0.8,,0.0,,0.5,UNCERTAIN,
2019055006,January2015toNovember2025.csv,"a maintenance team member was walking down a set of stairs. he was holding the rail with one hand and was holding a tool bag in the other hand. he lost his balance and slipped on the last couple of stairs. as he attempted to catch himself he landed hard on his foot and felt pain in his knee. he was hospitalized for a tear in the tendon that stabilizes the knee cap. other fall to lower level, unspecified major tears to muscles, tendons, ligaments knee(s) stairs, steps, unspecified floors, walkways, ground surfaces, unspecified",working_at_height,0.8,,0.0,,0.85,SIF_POTENTIAL,
2015097232,January2015toNovember2025.csv,"the employee was cleaning pieces of metal off a magnet. the magnets drew together and pinched the employee's right ring finger resulting in amputation. compressed or pinched by shifting objects or equipment amputations finger(s), fingernail(s), n.e.c. hooks, shackles, magnets, clamshells ",cleaning,0.8,machinery,0.8,,0.85,SIF_POTENTIAL,
2022108703,January2015toNovember2025.csv,"an employee was working on a 6-foot step ladder to install a bolt through a hinge on a compressor door. the employee's left leg was caught in the leg of the ladder and he fell down onto the ladder, resulting in a compound fracture to his lower left leg. other fall to lower level, unspecified fractures lower leg(s) step ladders floors, walkways, ground surfaces, unspecified",working_at_height,0.8,ladder,0.8,,0.5,UNCERTAIN,
2024087682,January2015toNovember2025.csv,"an employee was sorting cattle when they fell from a horse, resulting in fractures to their collarbone and ribs.  thrown, fell, or jumped from animal transportation  fractures     trunk and other upper extremities  horses, equines   secondary source not applicable",,0.0,,0.0,,0.5,UNCERTAIN,
2024054744,January2015toNovember2025.csv,"an employee was carrying plastic wrappers across the harvest floor when his glasses became fogged and impaired his vision. he tripped over the corner of a pallet and fell to the ground, striking his head on a conveyor shield (framework for a conveyor belt). he sustained pain to the head, neck, face, bilateral upper extremities and lower back, as well as weakness and facial lacerations.  fall on same level due to slip or trip  traumatic injuries or exposures  unspecified  multiple body parts  n.e.c.  other constructed surface  skids, pallets",material_handling,0.8,vehicle,0.8,,0.5,UNCERTAIN,
20241110899,January2015toNovember2025.csv,"on november 22, 2024, an employee was pulling a pallet of product from a second-level location using a high-reach lift. the pallet struck the pallet above it, causing the pallet on the third level to fall. the employee was struck by the falling pallet of 30-pound cardboard boxes filled with poultry products and he sustained fractures to his right tibia and fibula that required surgery.  struck by other falling object  n.e.c.  fractures     lower leg(s)  skids, pallets  shelves, shelving, racks",material_handling,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2018054858,January2015toNovember2025.csv,"an employee sprained his back while lifting an empty bag. overexertion in lifting-single episode sprains back, including spine, spinal cord, unspecified bags, sacks ",lifting,0.8,,0.0,,0.5,UNCERTAIN,
2018032098,January2015toNovember2025.csv,"an employee was using a hydraulic jack to lift a truck and change a flat tire. the jack slipped, catching the employee's right index finger between the bead of the tire and the wheel. the employee's right index fingertip was amputated. compressed or pinched by shifting objects or equipment amputations fingertip(s) tires, except bike wheels, tire rims",driving,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
